,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
MSH2,0,0,0,0,41,3,183,2,0,0,0,0,0,0,1,944,2,8,5,13,3735,130,0,0
POLE3,0,1,0,1,315,1,461,331,46,1693,0,0,826,2,1,0,0,0,318,0,1,2,2,475
LOC387647,0,0,0,89,70,1,192,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,172,0,0,0
MN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0
SEZ6L,0,0,0,0,0,0,0,0,0,297,4,0,0,0,0,0,0,0,0,0,0,0,2,0
ABCA13,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
ULK4,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0
KIF7,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,1,0,0,0,0,0
PLIN2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,2,442,0,0,0,0,0
SDK1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPIF1,1084,5,135,245,396,0,23,48,605,1075,0,4,1,0,0,0,1,9,1537,2,6,6401,0,0
NSD1,0,0,0,66,44,0,55,0,178,27,45,1,0,52,0,340,0,1610,203,1,4,0,2337,21
STARD10,0,0,137,450,21,0,980,21,2221,2332,2,1,19,0,0,3,0,13633,6580,13,4036,1758,3,0
TNFRSF21,0,0,79,11,0,0,1399,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MYH7B,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,31,0,4,0,0,0,0,4
MTSS1L,0,0,1,0,21,0,204,23,0,0,3,0,22,1294,0,6,14,14,57,0,0,0,0,4
RADIL,0,1,0,0,0,1,4,0,0,33,0,0,0,0,23,6,0,0,6,0,0,0,103,16
SERPINI1,0,0,2,129,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1R1,0,0,1,0,52,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5orf28,0,0,0,0,73,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ATP8B3,0,0,0,0,0,0,24,37,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
MDGA1,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
ZNF254,0,0,0,1,10,0,1,0,25,0,0,0,5,0,0,0,0,2823,1,0,0,1,0,0
USP27X,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHH2,0,0,0,0,4,0,0,0,51,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
PTGFRN,0,0,0,0,145,0,22,0,0,0,0,0,0,0,0,0,0,0,45,0,0,237,0,0
RAB17,0,0,0,0,2,0,2,0,2,0,896,0,0,0,0,0,0,0,23,0,1,0,0,0
ABCF3,0,0,56,2,206,0,944,1,360,291,2035,0,278,0,0,0,0,6,1432,5,0,0,0,0
DCAF6,6336,47,404,109,820,59,1,10,1197,758,4,5,440,0,1,176,0,0,101,0,0,0,3,2
MMGT1,0,0,0,0,0,0,914,4,16,1485,36,0,0,0,0,0,0,0,9,0,0,47,1,0
VAX2,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
VAMP1,0,1,0,0,0,15,0,1,895,1,0,4,0,0,0,0,0,0,41,0,0,0,0,0
CLUL1,0,0,64,39,266,0,0,0,292,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0
PAPD4,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
LYVE1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DLX2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
MCOLN2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
PLN,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SHROOM2,0,0,0,0,36,0,0,0,231,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
AGAP3,0,0,32,22,0,1,59,0,18,0,730,0,0,0,0,0,2,27513,1409,2,1,16,0,0
EIF2D,22,0,301,2,81,0,0,0,0,0,31,0,1,0,0,0,0,0,63,0,0,0,0,0
TOMM70A,0,1,48,1021,665,0,279,1,546,21,0,3,0,1,4,0,0,2,721,3998,0,466,0,0
TBC1D4,0,0,1,0,260,0,2,0,0,6,0,0,0,0,0,0,0,0,122,0,0,0,0,0
KCNJ14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,361,0,0,0,0,0
DIAPH3,0,2,0,0,231,0,0,0,0,0,0,0,50,0,0,0,0,0,4,0,0,0,0,0
LENG1,0,0,71,106,0,0,0,0,1,196,0,0,0,0,0,0,0,0,6,0,0,0,0,0
TMPRSS9,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0
MVP,0,0,444,0,24,5,4,0,0,384,0,1,1,0,0,0,0,0,557,0,1,0,0,0
FAM131B,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,234,0,0,0,0,0
SLC39A10,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
ADAMTS5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRB1,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,1,0
GBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0
CSDA,25,10,3,646,626,1567,17,1223,1,39,2799,4,9635,3,13,1771,25,72,13,36,1,2,36,2317
SP140,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0
FBXO2,0,0,0,0,0,0,455,1,0,6,0,0,261,0,0,0,0,0,0,0,0,0,1,0
GRIK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
ASXL2,0,0,0,0,162,0,0,0,0,20,1901,2,11,0,0,1,0,0,339,0,1,381,0,0
KIAA1614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0
PLXDC1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,5,6,1
SNHG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0
ATXN10,14,0,550,90,1262,346,821,25,1469,1444,1811,11,169,0,0,0,1,1,319,1,0,1,0,0
PHOX2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,1
PBX3,0,0,0,0,0,26,1,1,0,0,0,0,0,0,1,0,1,3482,741,2,2,6,0,0
MKS1,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,189,0,0,0,0,0
B4GALNT1,0,0,0,0,0,0,0,0,134,0,0,3,19,0,0,0,0,0,261,0,0,0,0,0
EXOSC8,0,0,0,0,157,523,0,13,1,0,11,0,7,0,0,72,1,1,222,1,8,0,0,1
VSTM4,0,0,0,0,2,0,3,0,7,0,0,0,0,69,0,4,0,4,0,0,0,1,0,0
GSK3B,0,0,143,669,94,0,32,0,9,41,870,0,0,0,0,199,0,45,12,0,0,0,0,0
C11orf75,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
DDX31,0,0,81,0,0,0,0,1,488,0,0,3,0,0,0,0,0,0,55,0,0,0,0,0
STEAP3,0,0,0,98,178,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
SLC1A1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1013,0,0
SUGT1,1207,5,912,1229,300,1,706,331,1196,1715,0,8,911,0,0,0,0,8898,297,4,17,4,4,0
ECSCR,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFXL1,0,0,0,0,0,0,0,0,277,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
KBTBD6,0,0,0,0,289,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0
EDA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
AKR1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
TRPM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,412,2,4,1,0,0
LPCAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,42,0,0,0,0,0
TCTEX1D2,20,0,502,0,1,0,882,3,118,0,5,0,340,0,0,0,0,954,181,0,0,0,0,0
SNORD47,0,0,0,0,103,0,8,0,0,240,0,0,146,0,0,0,0,1,91,0,0,0,0,0
TOR2A,0,0,49,34,187,0,0,0,1,94,0,0,1,0,0,0,0,1,487,0,0,0,0,0
POLM,0,0,0,0,3,0,22,0,218,574,0,3,0,0,0,0,0,0,445,0,0,0,1,0
C4orf46,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0
CLDND1,2,0,0,0,23,1,3,496,0,67,0,0,2,0,0,0,0,0,33,0,0,0,0,2
TCF7L1,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZNF740,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH6A1,0,0,6,506,190,0,0,0,0,1,0,0,98,0,0,0,0,0,16,0,0,7,0,0
ERRFI1,407,3,191,279,18,0,159,1,0,0,408,0,40,0,0,0,0,0,14,0,0,0,0,0
SCN1B,70,2,0,0,0,0,6,0,0,0,433,0,0,0,0,0,0,36,88,50,0,0,0,8
SDC1,0,1,1030,385,52,0,1441,4,62,428,0,2,9,0,0,0,0,21301,17906,2,947,11,1,0
C21orf2,0,0,0,58,93,0,0,0,0,0,0,0,142,0,0,0,0,0,78,0,0,0,0,0
CMTM8,0,0,0,0,0,0,214,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0
WBSCR27,0,0,34,0,0,0,225,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR6,0,0,276,7,8,0,5,0,0,0,0,0,0,0,0,0,0,1315,20,0,0,0,0,0
SERBP1,0,0,1651,249,988,0,1111,748,3240,908,2819,9,964,0,3,1591,1,2,815,19,6254,5786,6,3
CDK8,0,0,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf64,0,0,660,8,351,0,23,7,238,1406,0,1,0,0,0,0,0,1,1314,15,3797,200,0,0
WDR11,0,0,0,0,216,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCDIN3D,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,1,38,0
TRAIP,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL23A,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFT2D3,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA3,118,0,33,317,128,0,37,0,237,0,693,0,0,0,0,0,27,119,85,0,0,0,152,0
MAGEB2,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNC1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
TSEN15,0,0,10,692,49,0,0,0,1,0,0,0,0,0,0,0,0,17,67,0,0,0,0,0
DZANK1,0,0,0,0,120,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
MEFV,0,0,0,1,1,0,0,0,1,0,1,0,3,0,22,0,0,0,0,9,0,0,0,1
PUS7L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0
GALNT11,0,0,281,0,321,0,7,0,0,0,926,1,0,0,0,1,1,0,52,110,0,0,0,0
NEK9,0,1,612,1,275,0,0,0,201,0,0,0,0,15,0,0,0,0,546,0,0,12,2,0
LINS,7,0,0,0,0,0,0,1,609,0,1134,1,1,1,0,0,0,0,14,0,0,0,0,0
HAUS7,0,0,0,0,58,0,0,0,0,0,0,0,14,0,0,0,0,1,745,1,0,1,0,0
UAP1L1,0,0,0,0,123,0,442,4,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0
FSD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,2
ID3,0,1,0,12,46,0,1381,41,6,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0
TEKT4P2,0,0,0,0,0,0,0,0,51,1246,0,1,105,0,0,0,0,0,41,0,0,0,1,0
THEM5,1,0,0,0,0,31,5,5,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0
MED4,1,0,1466,457,246,0,166,0,334,0,76,4,861,1,0,10,0,1,456,11303,0,1,5,1
OAS3,0,0,0,1,212,0,1,0,777,58,1,6,551,0,0,0,0,3,1251,2,0,0,17,0
SP3,0,0,45,1,21,0,366,1,77,0,0,0,0,0,0,3,0,1,0,1,0,0,0,312
FAM69A,0,1,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,1,0,0,0,0,1,0
EHF,0,0,8,1432,751,0,0,0,2340,0,0,8,2,1,0,0,0,0,9,2,0,4,1,1
ANO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,0,0,0,0,0
MED13L,0,0,0,0,0,0,0,0,0,0,2,1,157,0,0,68,0,0,0,0,0,0,3,1
TTC12,0,1,112,0,5,0,0,0,0,0,223,0,1,0,0,0,0,1,502,0,0,0,0,0
RBM48,0,0,0,0,0,0,11,72,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
ZDHHC11,0,0,0,0,0,0,15,24,1,0,2,0,451,0,0,0,0,2,196,0,0,0,6,0
IL13RA1,0,0,868,738,171,1,376,192,321,0,1,1,63,0,0,0,0,0,163,3,2167,0,0,0
CLEC16A,0,0,7,432,50,0,133,2,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0
SLC38A6,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFH,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC13,20,0,877,1010,540,0,180,1,1429,344,35,4,705,6696,0,0,0,13067,492,3,8,0,4,2
CUEDC1,0,0,0,0,5,0,1,0,0,0,473,0,4,0,0,0,0,0,0,0,0,0,0,0
NMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228,0,0
PDCD2L,0,0,0,0,194,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NAPA,26,0,3013,733,473,2048,2088,751,2582,1661,1448,11,1320,3,1,1,1569,4701,1374,1,6,2,8,2824
RAB11FIP4,0,0,2015,485,39,0,1,0,2,0,0,0,497,3,36,1,0,0,8,2,0,0,4,0
TMEM30B,0,0,0,0,198,0,297,1,2,2,0,0,0,0,0,0,0,0,96,0,1,399,0,0
MARCH3,0,0,0,0,48,0,0,0,0,139,11,0,0,0,0,0,0,0,97,2,1014,0,0,0
FAM213A,2979,14,22,1460,333,0,14,473,962,1556,3240,5,90,1,0,0,0,4,1732,7,3184,317,0,2
RAPGEFL1,0,0,16,0,0,0,94,0,0,0,0,0,663,0,0,0,0,1,135,1,0,0,0,0
VCPIP1,0,0,0,1,0,0,993,3,0,0,1,0,1,14,0,2,0,0,28,201,2,0,0,1
ZFYVE20,0,0,4,95,143,0,0,0,28,0,0,0,0,2,0,0,0,18,343,0,0,5905,0,1
ZNF333,0,0,0,0,0,0,0,13,199,0,0,0,41,0,0,2,0,0,0,0,0,0,0,0
CCDC43,0,0,0,0,27,0,0,39,8,32,0,0,0,0,0,0,0,0,157,0,0,0,0,0
TAF4B,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRAP3,357,4,55,37,229,14,103,0,378,77,0,4,6,0,0,617,0,0,195,0,0,1,0,276
FOXN2,0,0,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,56,0,41
SOGA3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
KIAA0408,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TGFBRAP1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA1,0,0,75,0,40,0,0,0,235,446,0,1,0,0,0,0,0,0,85,0,0,0,0,0
CTBP1-AS1,0,0,0,0,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS9,0,0,0,0,190,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
KIF6,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB3GAP2,0,0,1,0,290,0,19,0,35,449,0,0,0,0,0,52,0,113,12,0,1,0,0,0
EXOSC5,0,0,3,0,118,0,0,0,83,155,0,0,302,0,0,0,0,0,7,0,0,0,0,0
PIGH,0,0,0,0,52,0,0,0,469,115,0,1,0,0,0,0,0,2,86,0,0,0,0,0
ZNF26,0,0,0,0,162,0,0,0,0,0,0,0,18,0,0,0,0,0,69,0,0,0,0,0
IL18,0,0,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKLR,0,0,0,0,182,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0
FSIP1,0,0,1,187,1,0,1,0,1160,0,7,6,614,0,1,0,0,0,0,0,0,0,2,0
ETNK2,0,0,843,0,95,0,799,9,0,1317,0,3,0,1,0,0,0,2,592,1,0,80,0,0
ZBTB20,0,0,0,0,18,0,0,0,0,0,909,1,0,0,0,10,1,0,0,0,0,2,0,0
ARHGAP42,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP14,0,0,0,5,446,0,0,0,25,591,0,0,1,1,0,0,0,820,338,1,0,1,0,0
FAM76A,0,0,153,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,0
RRM1,236,1,2,169,370,0,0,0,2,0,0,0,447,0,0,0,0,1,76,0,1,93,6,0
DENND2A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,44,0,1,0,0,0,0,0
CDC42EP2,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NAA11,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFT2D2,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NAA50,0,2,10,1230,435,1,715,566,756,1547,262,4,878,0,2,2603,0,1,1340,2,1,0,3,466
PNPLA3,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0
SMUG1,0,0,0,28,0,0,18,0,610,0,0,6,1,0,0,0,0,2209,14,0,0,1,0,3
RBL1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
GCSH,0,0,0,0,0,0,2,0,168,0,0,2,145,0,0,0,0,0,0,0,0,0,0,0
AIFM1,0,0,70,1045,488,0,5,9,134,2,2,0,1,7,0,0,0,7,293,11,5239,1,0,257
VASH2,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0
WWC1,0,0,0,0,0,0,11,0,597,0,0,7,1,0,1,0,3,1,254,0,0,0,0,38
C14orf142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,8,0,0,0,0,0
ZYG11B,0,0,0,0,0,0,0,0,13,0,481,0,0,0,0,0,0,0,0,0,1,0,0,1
PGD,6,2,14,1833,680,2,1230,5,1092,87,2,13,102,0,0,9,3,15070,5113,0,1,2,5060,0
GPATCH2,0,2,2,0,332,0,39,0,17,159,0,0,453,0,0,0,0,0,0,0,0,0,0,0
DTX2,0,0,0,0,134,0,0,0,0,0,0,0,4,0,0,0,0,1581,66,0,1,7,0,1
CTSF,0,0,0,0,0,0,811,4,768,162,672,4,180,0,0,0,0,4,1384,1,3,1024,0,0
IPW,0,0,0,0,93,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM199,0,0,0,0,62,0,0,0,14,0,0,0,0,0,0,0,0,0,494,0,0,0,0,1
CLSTN2,0,0,0,0,0,0,0,0,15,0,0,0,261,0,0,0,0,0,0,0,0,0,5,0
IRAK3,0,0,1,2,0,0,1,0,0,1,0,0,0,0,16,6,0,4,2,0,0,0,0,0
NOS1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
C9orf9,0,0,0,48,0,0,187,0,0,54,0,0,0,0,56,1,1,2,439,7,0,0,0,0
MS4A1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MED9,0,0,0,0,0,0,0,0,267,1,2,2,0,1,0,0,0,0,389,0,0,0,0,0
TFG,0,4,3423,4487,827,1,1208,1,1491,1063,1146,7,2,1,0,1183,0,6631,849,17,10548,3991,1,536
WDR52,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,228,0,0,0,0,0
ZNF48,0,0,0,67,0,0,4,0,0,1033,146,0,149,0,0,0,0,0,11,0,0,0,2,0
TAF1C,0,2,0,0,84,0,0,0,450,0,10,2,426,0,0,0,0,0,307,0,0,0,0,0
SH3GLB1,0,0,611,0,45,0,32,289,1335,12,887,5,0,0,1,0,0,4,197,2,0,0,0,0
PPP1R32,0,0,0,0,0,0,1,19,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
KIF22,35,0,735,959,436,0,16,4,795,0,0,3,766,0,0,577,0,7,1807,2,1,5591,2,57
GMPPA,0,0,55,550,59,0,3,50,10,857,0,0,51,0,0,0,0,2776,379,0,19,2004,0,0
LTV1,0,0,6,188,440,0,1,0,39,0,49,0,0,0,0,0,0,0,4,0,0,0,0,0
IMP4,0,0,7,229,218,0,0,0,0,0,0,0,72,0,1,0,0,0,254,0,1,0,0,0
MAGEA6,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASZ1,0,0,0,0,4,0,5,24,537,0,0,5,0,0,0,0,0,4,336,1,0,0,0,0
SLC46A2,0,1,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC14,0,0,1,963,6,0,2100,3,0,29,0,0,1,0,0,0,0,1,482,1,3,0,1,0
NCAPG2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
KIF3B,2,0,1771,1,648,1,190,235,3990,1646,1942,12,979,0,0,3,0,4,1355,0,1009,3977,12,0
GARNL3,0,0,252,20,27,0,22,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNLS,0,0,0,0,116,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
RBX1,24,0,10,9,532,1,27,682,791,1012,620,3,1220,560,0,493,189,514,807,1,0,0,3,2770
FAM155B,0,0,0,0,0,0,0,0,806,17,83,0,0,1,0,0,0,0,19,0,0,0,0,0
HSPA4L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,13,0,0
RASSF4,0,0,0,0,0,0,0,0,230,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MRPS18C,0,0,0,0,29,0,15,9,392,644,1132,0,7,0,0,0,0,5,102,0,0,0,0,0
RAB3GAP1,0,0,1,0,27,0,0,0,655,0,0,2,2,0,0,6,0,50,8,1125,7,1,1,0
PIGM,29,0,6,890,211,1,0,0,0,16,0,0,0,0,0,0,0,0,165,1,0,1,0,0
LRCH3,0,0,197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAMK2B,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS7,1,0,0,3,0,0,282,0,52,6,0,0,1,0,0,0,0,5,432,0,4,2719,0,0
DYNLL2,0,1,0,0,0,0,535,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,262,89,0,0
ARNTL,0,0,0,0,0,0,0,1,14,0,0,0,68,1,1,0,1,1,16,0,1,0,2,1016
B3GNT3,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,550,0,0,0,0,0
TMLHE,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
PARVG,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
PTCHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
LACTB2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0
FRAT1,0,0,1,385,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
SNHG12,0,0,0,2,45,0,430,49,47,0,0,0,1,0,0,0,0,6,25,0,0,0,0,0
MORF4L2,70,0,363,1109,1578,1,112,1,15,0,0,0,52,0,0,0,0,0,15,0,0,116,0,0
CLPX,0,0,2,491,21,0,0,95,1,0,84,0,0,0,0,0,0,1,9,1,2,1,0,0
IFT172,0,0,0,0,244,0,0,75,358,108,1,2,1,0,0,0,0,2,51,0,0,0,0,1
NPFFR2,0,0,0,0,0,0,0,0,5,0,265,0,0,0,0,0,0,0,1,0,0,0,0,0
BAG3,0,0,463,133,156,0,1114,181,0,181,52,0,0,0,0,0,1,0,44,1,0,4,0,0
ZFX,2,1,41,5,1,1,2,0,0,0,0,2,0,0,0,1,988,0,0,0,0,0,0,0
EPHB2,0,0,61,181,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BCL2L10,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGDN,0,0,6,506,323,6,322,260,707,0,2,0,538,0,0,0,1,0,84,0,1,0,1,0
NALCN,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SEMA4G,0,0,1,0,0,0,0,0,453,0,16,3,0,0,0,0,0,1,90,0,0,0,0,0
CDK3,0,0,0,0,59,0,0,0,0,106,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PDHX,0,0,369,0,231,0,405,22,1130,1181,3,3,411,0,0,0,0,0,133,0,1,63,0,0
