,Patient#1_CL#1,Patient#1_SC#1,Patient#2_SC#1,Patient#3_SC#1,Patient#4_SC#1,Patient#5_SC#1,Patient#2_CL#1,Patient#5_SC#2,Patient#6_CL#1,Patient#6_SC#1,Patient#7_CL#1,Patient#7_SC#2,Patient#8_SC#1,Patient#9_CL#1,Patient#9_SC#1,Patient#7_SC#1,Patient#5_CL#1,Patient#4_SC#1,Patient#4_CL#3,Patient#4_CL#1,Patient#4_CL#2,Patient#3_CL#1,Patient#10_SC#1,Patient#10_CL#1,Patient#10_CL#2,Patient#8_CL#1,Patient#8_CL#2,Patient#8_SC#2,Patient#8_SC#3
eg:6992:chr6:p,52,2,0,0,1,1,1,0,8,2,2,1,220,1,0,1,1,136,1080,41,514,63,722,985,168,704,1356,8,8346
eg:6992:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6992:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6993:chr6:m,0,0,0,3,9,0,1,1,13,0,1,3,0,1,1,0,4,175,229,1227,721,1292,476,4,257,0,146,0,102
eg:6996:chr12:p,0,0,1,0,3,0,2,1,0,0,0,0,0,0,36,0,5,3,365,479,0,44,241,9,18,0,3,0,0
eg:6997:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6998:chrX:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6999:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:70:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:7001:chr19:m,9961,61,12051,3179,18,5,15,7,4,2,1,1,18,14,0,8,12,4707,2236,4079,9386,5827,1151,3077,3064,10514,11770,1574,25458
eg:7003:chr11:p,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,605,0,0,0,0,4451
eg:7004:chr12:p,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,99,0,104,660,0,0
eg:7005:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,5,2,0,4,0,1,0,0,1,0,0
eg:7006:chr4:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7007:chr11:p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0
eg:7008:chr22:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,15,0,0,0,0,0,0
eg:7009:chr12:p,164,1,9,75,48,3,7,3,2,6,0,0,34,1422,2894,1512,16,3139,4985,13034,7182,5426,4139,7412,11200,2487,10059,5070,14904
eg:701:chr15:p,1659,10,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,83,0,0,0,41,3,3362
eg:7010:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eg:7011:chr14:m,1,0,1,0,0,0,1,1,0,0,3,1,1,60,29,1,0,2,0,0,336,2,0,0,2,0,90,0,0
eg:7012:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7013:chr8:p,0,0,0,83,0,0,4,3,0,0,0,0,3,0,0,0,0,0,2,34,446,389,229,13,0,1096,225,2,1
eg:7014:chr16:m,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,3,0,0,12,329,0,1,2,269,3,1
eg:7015:chr5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
eg:7016:chr9:p,0,0,0,2,0,0,0,0,1,0,0,0,0,0,13,60,0,0,0,0,0,5,33,20,1,0,150,0,0
eg:7018:chr3:p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7019:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,10,0,0
eg:7020:chr6:m,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,292,16,20,0,140,0,4,2,73,12,0
eg:7021:chr6:p,7,0,0,138,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,515,32,351,0,0,0,0
eg:7022:chr20:p,24,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,898,260,5,17,601,220,0,35
eg:7023:chr16:m,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:7024:chr12:m,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,335,702,0,0,192,3,631,0,67,0,1
eg:7025:chr5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
eg:7026:chr15:p,21,2,0,9,0,0,0,4,12,1,0,0,0,0,0,0,0,0,0,0,0,15,260,0,513,5,645,1,1
eg:7027:chr13:p,0,0,7,94,0,0,3,1,0,1,0,0,0,4,0,0,0,931,597,86,0,0,242,0,0,2,498,0,1
eg:7029:chr3:m,86,0,0,89,0,11,5,5,0,0,0,54,0,2,3,7,4,407,3,276,0,35,302,0,0,13,5,0,17
eg:7030:chrX:m,1,0,0,28,0,236,0,0,0,0,0,0,0,2,560,11,4,318,77,30,0,1311,121,4,117,2725,40,10,2
eg:7031:chr21:m,10680,318,2,1,32,1,4,0,6,2,1,1,0,1,0,0,9,3,2,6528,1621,321,20084,17541,2125,7,458,0,0
eg:7032:chr21:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
eg:7033:chr21:m,883,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,162,0,49,1114,448,904,636,299,4,951,0,0
eg:7035:chr2:m,26,0,1,0,0,0,1,6,0,1,1,0,1850,0,1129,513,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7036:chr7:m,0,0,0,36,1,13532,7,2,0,0,0,0,0,2,1,0,0,428,59,8,1,46,285,1,0,0,80,0,0
eg:7037:chr3:m,0,1,68,1674,3,0,7,1,45,5,0,1,0,0,0,0,4,106,1549,436,22,1,1340,0,0,3,1318,0,3038
eg:7038:chr8:p,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
eg:7039:chr2:m,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0
eg:7040:chr19:m,0,0,0,0,0,17,0,0,1,0,0,0,0,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7041:chr16:p,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,39,1,0,0,0,0
eg:7042:chr1:p,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,6,0,67,0,0,0,0
eg:7043:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,283,0,0,0,0,0,0
eg:7044:chr1:m,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7045:chr5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1416,0,4
eg:7046:chr9:p,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,86,0,0,0,1,10,1,1
eg:7047:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7048:chr3:p,0,0,1,0,0,0,0,0,3,5,2,1272,0,0,0,3,0,0,0,0,0,1,100,0,0,0,0,0,0
eg:7049:chr1:m,0,0,2,376,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,2,0
eg:705:chr6:p,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,5,647,0,723,0,4,177,1,279,0,298,11107,0
eg:7050:chr18:p,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,20,0,5,227,44,0,0,1,0,0
eg:7051:chr14:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:7052:chr20:m,0,0,0,116,5,1,1,3,0,0,2,0,0,2,0,0,1,122,240,273,0,475,527,304,0,0,0,0,0
eg:7053:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,619,0,0
eg:7054:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,168,3,72
eg:7056:chr20:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7057:chr15:p,0,2,1,141,10,0,4,7,3,3,2,3,5935,18029,18,5033,2,3021,1639,3234,0,2,151,1030,82,0,600,0,0
eg:7058:chr6:m,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7059:chr1:m,0,0,0,22,0,0,0,0,1,0,0,0,0,0,170,0,1,0,1624,193,1,5,399,1,56,2,260,0,0
eg:706:chr22:p,0,0,33,5,284,0,0,0,3,0,1,0,0,0,6,0,0,103,57,54,0,701,7,7,88,3,160,0,134
eg:7060:chr5:p,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7062:chr1:m,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7064:chr19:p,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,10,0,1,5,0,0,1,99,0,1
eg:7066:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7067:chr17:p,0,0,0,28,0,0,1,0,0,0,0,0,0,0,102,0,0,45,31,23,0,379,85,0,15,0,3,0,0
eg:7068:chr3:m,0,9,0,0,0,0,0,2,0,0,0,1,1,0,0,10,6,0,0,0,0,2,202,1,0,0,289,0,47
eg:7069:chr11:p,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:7070:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7071:chr8:m,2,0,0,75,14,32435,51,32,0,2,0,0,0,8469,8581,0,1,0,392,3,2,3881,548,4,0,0,70,2,0
eg:7072:chr2:m,97,4,1,1,1,0,2,2,0,2,3,3,8779,1916,257,1969,0,470,561,17,279,7,87,0,0,317,427,2,1
eg:7073:chr10:m,1,0,2347,435,7,0,1,1,1,1,1,1,0,0,823,0,6,8,1478,1247,922,681,515,498,539,0,94,2,6
eg:7074:chr21:m,0,0,0,2,0,0,1,5,0,0,0,1,0,3,0,0,3,556,0,0,0,394,0,467,0,0,28,0,0
eg:7075:chr1:p,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7076:chrX:p,480,5,5,21,11,0,4,2,2,2,3,2,14670,3,12189,1913,2,28,3,1851,2,656,1552,2393,80,9,2023,0,0
eg:7077:chr17:m,0,0,0,2,8,0,9,1,0,0,0,0,0,1,0,0,1,48,1919,3139,6,1182,101,839,207,0,44,0,0
eg:7078:chr22:p,0,0,0,558,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3407,24,217,4,0,0,0,0
eg:7079:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:708:chr17:m,0,0,4,13,4,2,6,0,1,0,1,2,0,0,0,0,0,10,3,905,60,3276,44,21,0,0,172,5,11
eg:7080:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7082:chr15:m,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,44,0,0,263,16,0,0
eg:7083:chr17:m,3200,21,0,504,1,1,2,0,0,1,0,0,2,1,0,1,1,215,95,0,0,0,73,38,304,0,572,0,351
eg:7084:chr16:m,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,256,0,0,0,203,0,0
eg:7086:chr3:m,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,17,9,32,0,55,79,278,310,51,1,2
eg:7087:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7088:chr9:m,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,7,0,0,101,732,79,3126,222,0,839
eg:7089:chr19:m,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,210,0,246,0,0,4,66,0,1,173,1,0
eg:7090:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,123,0,0,127,452,0,5,0,37
eg:7091:chr9:p,0,0,0,0,1,1457,1,1,0,2,0,0,43,0,2874,0,0,0,3,0,0,0,0,0,0,0,0,0,0
eg:7092:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
eg:7093:chr10:m,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7094:chr9:m,61,9,19,81,2,18604,11,7,4145,39,32460,90352,23653,47195,30691,21988,181,3,103,35,0,666,308,926,4089,109,446,113,3
eg:7095:chr3:p,98,3,149,1252,1,398,7,4,1,1,0,1,4,8,156,1,18,1112,0,280,1253,53,447,556,115,266,536,3,0
eg:7096:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7097:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7098:chr4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,0,0,0
eg:7099:chr9:p,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eg:71:chr17:m,12910,128218,3383,4154,124,64,116,52,44,24,16,14,24823,13002,7728,1213,150,10912,37409,30204,19920,25520,15616,79409,69265,59994,49257,119613,20054
eg:710:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,62,0,0
eg:7100:chr1:m,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,36,0,0,1,0,0,0,0,0,0,0,0
eg:7101:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7102:chrX:p,0,2,14,30,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7103:chr12:m,0,0,1,0,2,0,5,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
eg:7104:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7105:chrX:m,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,303,19,1,0,163,852,0,0,0,0,0
eg:7106:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,19,0,0
eg:7107:chr1:p,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,195,0,1,0,1,18,11,0,0,0,0,0
eg:7108:chr11:p,0,29,0,30,0,5,2,3,0,0,0,0,2,0,0,205,0,70,2,291,0,0,31,0,0,1154,228,661,0
eg:7109:chr21:p,0,2,0,1,10,34035,29,31,2,2,2,1,0,4,1224,159,1,302,131,4,1,0,0,2,0,2,369,0,0
eg:711:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7110:chr3:m,0,0,9,0,1,1,3,3,0,0,1,0,1,15,1447,0,0,0,0,198,0,0,145,0,0,0,0,0,8
eg:7111:chr9:p,0,0,9315,2634,5,0,1,2,1,1,3,0,0,6,0,1,0,2543,666,220,0,0,166,0,0,8344,72,0,0
eg:7112:chr12:p,174,1,0,7,1,0,6,3,2,2,2,0,69,3,0,0,2,81,1,872,12,0,177,1,12,4,585,2,8539
eg:7113:chr21:m,0,0,0,0,2,3,3,1,0,0,0,0,0,1,1,0,8,0,1,0,0,0,146,669,0,2,301,1,1
eg:7117:chrX:p,129,1,3,2,1,4,0,0,4,93,2,305,2,1,3878,639,4,53,2,226,88,1,902,334,20,7,19,3,1
eg:712:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7122:chr22:m,0,0,0,0,0,0,0,0,0,0,6,18,0,0,14,1594,0,0,0,0,0,2,0,0,0,0,0,0,0
eg:7123:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6:p,0,0,1,0,0,295,0,0,0,0,0,3,192,452,0,74,0,0,0,2,0,21,0,0,0,0,22,0,0
eg:7124:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7124:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7125:chr20:m,0,1,0,0,0,0,0,0,0,0,0,1,0,1,461,9,0,0,0,0,0,0,0,0,0,0,1,0,0
eg:7126:chr17:p,0,0,0,4,0,0,0,1,0,0,0,0,9885,0,0,0,3,43,33,145,0,1220,282,1053,1632,1,11,0,0
eg:7127:chr14:p,234,3,0,11,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,12,0,0,62,0,0,1,7,0,0
eg:7128:chr6:p,0,1,1,0,0,12649,2,0,1,0,0,0,1,1,0,0,0,2,151,33,0,3,84,1,69,0,0,1,0
eg:713:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7130:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7132:chr12:m,16,0,0,15,0,0,0,0,0,0,371,0,2,1,0,0,0,0,92,39,0,3,0,313,12,1986,56,0,7
eg:7133:chr1:p,3,0,3,0,0,0,3,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,36,1,0,1,1,0,0
eg:7134:chr3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7135:chr1:m,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:7136:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7137:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,337,0,0,0,0,0,0,0,0
eg:7138:chr19:m,0,0,0,8,3,0,0,2,0,0,0,0,0,1,2,0,0,0,125,873,1108,642,0,431,0,0,22,15,0
eg:7139:chr1:m,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0
eg:714:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7140:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7141:chr2:m,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7142:chr16:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7143:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7145:chr2:m,284,2,26,531,1,20,6,2,1,2,2,483,0,433,212,3915,1,1628,796,44,2,2,357,2,232,0,1,0,0
eg:7148:chr6:m,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,14,0,2,0,14,0,0,0,0,0,0,0,0,0
eg:7148:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7148:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7148:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7148:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7148:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7148:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:715:chr12:m,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,82,11,0,0,0,0,0
eg:7150:chr20:p,0,2,73,92,0,164,1,0,0,1,1,1,17135,1,63,238,1,189,53,29,174,14,61,98,184,3,482,3,28
eg:7151:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7152:chr22:p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eg:7153:chr17:m,84,0,1,56,1,0,2,0,1,0,0,1,2,1,0,0,18,84,1,10,1,0,1350,30,3970,4,638,0,2
eg:7155:chr3:m,0,1,1,0,4,0,12,3,4,4,3,3,3,3759,6676,1376,7,2219,1002,160,1729,652,1391,94,12,5402,134,4,3556
eg:7156:chr17:m,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,135,158,1,0,0,0,0,2,1,0
eg:7157:chr17:m,0,1,3,4,2,2466,0,0,0,1,0,0,0,0,0,2,0,0,5,80,0,0,106,0,128,0,0,0,0
eg:7158:chr15:m,0,2,0,0,1,0,1,3,0,0,0,0,733,2,741,446,1,857,1370,0,1,1,114,0,0,2,802,0,1
eg:7159:chr1:m,0,1,233,3,1,0,9,3,1,0,0,1,3,0,4621,30,2,0,12,85,0,1,269,1479,426,4,89,1,2
eg:716:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
eg:7161:chr1:p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,159,0,0,0,0,32,0,0,0,227,0,0
eg:7162:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,1,321,1493,1801,0,0,0,0
eg:7163:chr8:m,72,0,0,216,9,0,2,6,9,2,1,0,5,2,1,0,5,392,3682,1832,1329,4750,776,529,43,3098,2129,247,229
eg:7164:chr6:p,0,0,0,5,2,0,0,0,0,1,0,0,0,3,0,0,0,184,1513,895,47,818,162,3,947,0,63,0,0
eg:7165:chr20:p,2,1,0,13,3,0,1,3,0,1,1,0,0,0,0,2,0,1,152,712,440,35,234,377,123,2049,280,0,3089
eg:7166:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:7167:chr12:p,95,4,4,38,47,6,7,11,1,1,0,3,51,13,2513,4,27,1092,5458,7142,116,3693,1292,6576,1586,5609,18633,18699,23354
eg:7168:chr15:p,174,3,2804,1207,14,0,12,3,50,5,1,7,4,32,6233,1525,5,2015,3464,2490,234,6864,1118,61,1366,0,272,1064,0
eg:7169:chr9:m,0,0,0,1,0,0,0,0,2,3,1,0,163,0,14,0,2,3,0,0,0,1,0,0,0,0,0,0,0
eg:717:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:717:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
