Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
111896814,111935369,40.18,UGCG,protein_coding
36035021,36071358,41.69,UGT3A2,protein_coding
34792015,34883138,42.65,UHRF1BP1,protein_coding
100028455,100142874,38.58,UHRF1BP1L,protein_coding
6413151,6507054,38.99,UHRF2,protein_coding
176905005,177022633,42.38,UIMC1,protein_coding
41246599,41962130,39.38,ULK4,protein_coding
124730433,124749273,42.69,UMPS,protein_coding
28546708,28552631,57.41,UNC119,protein_coding
120710458,120723640,48.12,UNC119B,protein_coding
75827225,75844552,59.56,UNC13D,protein_coding
98608579,98618515,42.81,UNC50,protein_coding
71212570,71302864,54.37,UNC5B,protein_coding
167271169,167316014,49.13,UNC93A,protein_coding
24494107,24528390,49.88,UPB1,protein_coding
18831959,18868230,55.14,UPF1,protein_coding
11920022,12043170,40.23,UPF2,protein_coding
35666516,35678483,52.70,UPK1A,protein_coding
48088628,48108736,48.30,UPP1,protein_coding
48599002,48610976,53.04,UQCRC1,protein_coding
43875894,43926411,45.69,URGCP,protein_coding
45010950,45015575,53.72,UROD,protein_coding
35268962,35279821,57.37,USF2,protein_coding
17493895,17544416,51.78,USH1C,protein_coding
215622891,216423448,36.36,USH2A,protein_coding
17249171,17282786,53.44,USHBP1,protein_coding
75724577,75814286,37.52,USO1,protein_coding
47232866,47248328,48.29,USP11,protein_coding
27066156,27171811,38.81,USP12,protein_coding
179653032,179804366,42.29,USP13,protein_coding
62260338,62417431,34.93,USP15,protein_coding
29024629,29054488,38.76,USP16,protein_coding
18150170,18177397,47.99,USP18,protein_coding
49108046,49120938,56.09,USP19,protein_coding
119355215,119381711,54.63,USP2,protein_coding
129834698,129881828,52.14,USP20,protein_coding
161159450,161165723,53.43,USP21,protein_coding
20999596,21043760,47.95,USP22,protein_coding
55066359,55215364,37.85,USP24,protein_coding
15729982,15880064,35.42,USP25,protein_coding
49879484,49882558,51.22,USP27X,protein_coding
109023089,109088023,42.28,USP30,protein_coding
23061406,23149452,41.46,USP31,protein_coding
16786489,16804455,42.86,USP32P1,transcribed_unprocessed_pseudogene
18511262,18521252,42.07,USP32P2,transcribed_unprocessed_pseudogene
78188812,78215232,52.98,USP35,protein_coding
218450251,218568351,39.61,USP37,protein_coding
143184917,143223874,35.48,USP38,protein_coding
85602856,85649283,46.55,USP39,protein_coding
49277144,49340712,47.36,USP4,protein_coding
6104884,6161564,45.58,USP42,protein_coding
99432325,99521728,37.97,USP45,protein_coding
11841423,11961887,35.56,USP47,protein_coding
21678298,21783606,41.84,USP48,protein_coding
41789896,41895375,41.52,USP49,protein_coding
6852148,6866632,52.75,USP5,protein_coding
55484616,55489848,43.99,USP51,protein_coding
73497538,73625994,42.17,USP54,protein_coding
41085445,41236579,38.54,USP9X,protein_coding
148747030,149076990,41.41,UST,protein_coding
129906121,129929761,45.09,UTP14A,protein_coding
52024691,52033600,41.96,UTP14C,protein_coding
73565443,73583380,37.90,UTP15,protein_coding
31860904,31901708,44.10,UTP6,protein_coding
144285701,144853034,38.00,UTRN,protein_coding
75815210,76144232,38.74,UVRAG,protein_coding
106093308,106194301,45.01,UXS1,protein_coding
6462237,6470677,48.36,VAMP1,protein_coding
8159149,8163546,58.14,VAMP2,protein_coding
7771296,7781432,42.69,VAMP3,protein_coding
85584431,85593406,52.19,VAMP5,protein_coding
115641970,115698224,45.32,VANGL1,protein_coding
160400564,160428670,51.66,VANGL2,protein_coding
58389229,58451101,42.80,VAPB,protein_coding
76761468,76783015,55.57,VASH1,protein_coding
212950520,212992037,48.23,VASH2,protein_coding
45506579,45526983,54.67,VASP,protein_coding
43014607,43025123,54.69,VAT1,protein_coding
133761894,133992604,56.31,VAV2,protein_coding
70900576,70965373,49.06,VAX2,protein_coding
73995193,74121363,41.45,VCL,protein_coding
35053928,35072668,46.72,VCP,protein_coding
66628487,66667231,39.76,VCPIP1,protein_coding
133971871,134004975,47.29,VDAC1,protein_coding
42391624,42405937,40.44,VDAC3,protein_coding
47841537,47943048,47.72,VDR,protein_coding
64234584,64239264,60.01,VEGFB,protein_coding
176683538,176792922,35.64,VEGFC,protein_coding
157259742,157533619,38.31,VEPH1,protein_coding
57971547,57988259,40.94,VEZF1,protein_coding
101162509,101165569,68.15,VGF,protein_coding
218419121,218453295,50.01,VIL1,protein_coding
37988059,38007188,55.98,VILL,protein_coding
17228241,17237593,46.30,VIM,protein_coding
152750797,152759765,33.81,VIP,protein_coding
42489299,42537573,52.67,VIPR1,protein_coding
159028175,159144867,49.15,VIPR2,protein_coding
36696690,36814792,43.29,VIT,protein_coding
65873074,65959563,41.25,VKORC1L1,protein_coding
59707192,59842255,39.75,VMP1,protein_coding
132680849,132714055,38.11,VNN1,protein_coding
55436056,55572988,46.42,VOPP1,protein_coding
119067691,119081977,48.94,VPS11,protein_coding
119067818,119081972,48.76,VPS11,protein_coding
77177445,77421537,35.88,VPS13A,protein_coding
2840703,2866732,48.80,VPS16,protein_coding
69123512,69174412,39.83,VPS26A,protein_coding
122229564,122266494,44.61,VPS33A,protein_coding
90998673,91022603,46.84,VPS33B,protein_coding
52412602,52450634,39.35,VPS36,protein_coding
17246931,17302427,36.90,VPS37A,protein_coding
122865330,122896127,47.13,VPS37B,protein_coding
42158701,42208307,42.61,VPS39,protein_coding
150067279,150145329,39.17,VPS45,protein_coding
184812143,185052614,38.45,VPS8,protein_coding
96797304,96954846,40.26,VRK1,protein_coding
108044970,108079184,39.10,VSIG1,protein_coding
124747474,124752255,53.76,VSIG2,protein_coding
54542325,54571080,39.92,VSTM2A,protein_coding
49014236,49115522,44.89,VSTM4,protein_coding
142147162,142224685,35.53,VTA1,protein_coding
117143587,117210960,42.41,VTCN1,protein_coding
114239254,114294489,48.24,VWA2,protein_coding
61258286,61295316,51.52,VWCE,protein_coding
12330885,12403941,33.94,VWDE,protein_coding
5948877,6124770,46.59,VWF,protein_coding
48676596,48691427,50.82,WAS,protein_coding
110099819,110180004,36.65,WASF1,protein_coding
27404230,27490167,44.01,WASF2,protein_coding
113588550,113599043,56.48,WASH2P,transcribed_unprocessed_pseudogene
101961603,101976543,54.04,WASH3P,transcribed_unprocessed_pseudogene
101961603,101976543,54.04,WASH3P,transcribed_unprocessed_pseudogene
14404,29570,54.43,WASH7P,unprocessed_pseudogene
123681943,123749003,35.41,WASL,protein_coding
102743948,102834516,47.40,WBP1L,protein_coding
75845699,75856507,55.06,WBP2,protein_coding
41061509,41084006,38.67,WBP4,protein_coding
223855716,223945357,42.71,WDFY1,protein_coding
54938949,55027105,39.43,WDHD1,protein_coding
63119559,63827843,37.72,WDPCP,protein_coding
10074339,10116949,54.98,WDR1,protein_coding
120851305,120909524,36.77,WDR11,protein_coding
202874261,203014798,39.19,WDR12,protein_coding
48590042,48608869,51.72,WDR13,protein_coding
39182504,39285810,39.28,WDR19,protein_coding
102139503,102224847,45.46,WDR20,protein_coding
684622,690444,63.87,WDR24,protein_coding
100376418,100530303,46.07,WDR25,protein_coding
224385146,224437033,38.39,WDR26,protein_coding
19910263,19990105,36.89,WDR35,protein_coding
1049538,1132384,45.48,WDR37,protein_coding
42843094,42879568,53.71,WDR4,protein_coding
77425970,77620611,37.31,WDR41,protein_coding
28894667,28948219,39.27,WDR43,protein_coding
118346073,118449961,39.07,WDR44,protein_coding
49074433,49101170,49.75,WDR45,protein_coding
122411846,122416062,39.93,WDR5B,protein_coding
241652278,241802777,38.48,WDR64,protein_coding
56651343,57029811,36.24,WDR7,protein_coding
37379285,37753435,38.99,WDR70,protein_coding
53513741,53762878,36.62,WDR72,protein_coding
111439890,111449256,44.39,WDR77,protein_coding
63597039,63641871,41.20,WDR89,protein_coding
135183839,135211555,47.40,WDR91,protein_coding
9573670,9593457,40.55,WEE1,protein_coding
84294846,84329844,49.84,WFDC1,protein_coding
45702038,45708817,43.89,WFDC13,protein_coding
45469753,45481532,46.72,WFDC2,protein_coding
28879087,28900706,39.62,WHAMMP2,transcribed_unprocessed_pseudogene
28737583,28759204,39.62,WHAMMP2,transcribed_unprocessed_pseudogene
22664359,22686213,39.83,WHAMMP3,transcribed_unprocessed_pseudogene
174559572,174682916,41.82,WIPF1,protein_coding
68420948,68457513,46.58,WIPI1,protein_coding
15419978,15449956,58.15,WIZ,protein_coding
68098473,68233120,41.57,WLS,protein_coding
48965340,48971735,55.74,WNT10B,protein_coding
76186325,76210736,57.84,WNT11,protein_coding
7686071,7703502,50.13,WRAP53,protein_coding
2765393,2786952,44.71,WRNIP1,protein_coding
27294076,27315926,39.73,WSB1,protein_coding
168291645,168472303,46.59,WWC1,protein_coding
183099257,183320777,39.32,WWC2,protein_coding
10015254,10144474,46.30,WWC3,protein_coding
78099400,79212667,42.64,WWOX,protein_coding
149517235,149736714,41.07,WWTR1,protein_coding
7619525,7629545,60.81,XAB2,protein_coding
31334321,31414742,42.92,XDH,protein_coding
166888480,167259753,36.19,XIRP2,protein_coding
37685791,37732130,39.51,XK,protein_coding
27959588,27968093,55.47,XKR8,protein_coding
70669339,70790371,37.87,XKR9,protein_coding
97674909,97697340,38.76,XPA,protein_coding
14145147,14178621,45.13,XPC,protein_coding
109864766,109923553,44.62,XPNPEP1,protein_coding
61476032,61538741,41.09,XPO1,protein_coding
43522334,43576038,43.77,XPO5,protein_coding
21919662,22006585,39.92,XPO7,protein_coding
180632022,180890279,36.94,XPR1,protein_coding
43543311,43580473,50.91,XRCC1,protein_coding
152644776,152676141,42.56,XRCC2,protein_coding
103697609,103715504,59.79,XRCC3,protein_coding
41621163,41664048,46.19,XRCC6,protein_coding
142306607,142448062,36.98,XRN1,protein_coding
195068284,195271159,48.89,XXYLT1,protein_coding
17108698,17259501,45.47,XYLT1,protein_coding
17101769,17470960,45.89,XYLT1,protein_coding
42157104,42238349,39.02,YAF2,protein_coding
102110447,102233424,38.64,YAP1,protein_coding
32727490,32755897,39.50,YARS2,protein_coding
46286342,46297751,53.09,YBEY,protein_coding
21628089,21630064,67.56,YDJC,protein_coding
183697797,183812624,42.59,YEATS2,protein_coding
69359710,69390870,39.35,YEATS4,protein_coding
38303558,38317273,56.12,YIF1B,protein_coding
44200959,44214294,48.13,YKT6,protein_coding
74763316,74859435,39.69,YLPM1,protein_coding
59331655,59401729,46.63,YPEL2,protein_coding
30092314,30096915,58.41,YPEL3,protein_coding
30146941,30160533,41.90,YPEL5,protein_coding
28736621,28769775,43.57,YTHDF2,protein_coding
44885702,44908532,40.39,YWHAB,protein_coding
31944522,31957603,44.89,YWHAH,protein_coding
155659443,155689000,44.63,YY1AP1,protein_coding
75195113,75209139,46.30,ZADH2,protein_coding
167239843,167407874,36.21,ZBBX,protein_coding
49853844,49890080,47.49,ZBED4,protein_coding
10812074,10858796,40.77,ZBED5,protein_coding
80485619,80526265,38.89,ZBTB10,protein_coding
101648889,101677132,40.31,ZBTB11,protein_coding
114059041,114256765,47.53,ZBTB16,protein_coding
15941869,15976132,51.22,ZBTB17,protein_coding
151364115,151391559,44.34,ZBTB2,protein_coding
114314500,115147288,36.07,ZBTB20,protein_coding
109462594,109483219,43.84,ZBTB24,protein_coding
126860665,126885878,43.23,ZBTB34,protein_coding
173868082,173903549,40.41,ZBTB37,protein_coding
141324213,141449792,42.29,ZBTB38,protein_coding
56998836,57006546,50.24,ZBTB39,protein_coding
7459366,7484263,54.92,ZBTB4,protein_coding
7459366,7484263,54.92,ZBTB4,protein_coding
104800596,104804712,64.61,ZBTB42,protein_coding
58513530,58538911,53.64,ZBTB45,protein_coding
6579994,6589280,57.77,ZBTB48,protein_coding
4290251,4321786,43.97,ZBTB49,protein_coding
37438102,37465450,44.27,ZBTB5,protein_coding
4043303,4066899,61.71,ZBTB7A,protein_coding
48026672,48410752,46.94,ZBTB7C,protein_coding
32600172,32650903,44.37,ZBTB8OS,protein_coding
143864436,143938343,39.82,ZC2HC1B,protein_coding
75064109,75119502,42.76,ZC2HC1C,protein_coding
203795623,203854999,40.74,ZC3H11A,protein_coding
110093392,110171841,37.23,ZC3H12C,protein_coding
88570403,88631964,51.74,ZC3H18,protein_coding
47064187,47113776,51.96,ZC3H4,protein_coding
11750586,11797258,42.76,ZC3H7A,protein_coding
130018287,130051451,44.46,ZC3HC1,protein_coding
87406246,87493024,48.41,ZCCHC14,protein_coding
79382325,79445624,53.44,ZCCHC24,protein_coding
297570,300321,55.56,ZCCHC3,protein_coding
37120574,37358149,36.61,ZCCHC7,protein_coding
795606,850986,47.93,ZDHHC11,protein_coding
128720870,128724127,61.42,ZDHHC12,protein_coding
157381133,157678157,45.59,ZDHHC14,protein_coding
97446170,97457370,49.78,ZDHHC16,protein_coding
76764103,76853696,35.93,ZDHHC17,protein_coding
26826688,26857604,51.60,ZDHHC18,protein_coding
17156482,17224799,38.00,ZDHHC2,protein_coding
66520637,66546235,52.32,ZDHHC24,protein_coding
57667747,57701182,45.38,ZDHHC5,protein_coding
144364364,144521057,38.58,ZEB2,protein_coding
128729786,128772414,51.42,ZER1,protein_coding
81701334,81732903,37.45,ZFAND1,protein_coding
1152071,1160759,54.85,ZFAND2A,protein_coding
219195237,219209651,50.41,ZFAND2B,protein_coding
72351413,72365235,39.89,ZFAND5,protein_coding
80059568,80138393,38.17,ZFAND6,protein_coding
134477788,134713049,44.79,ZFAT,protein_coding
71609599,71667725,36.14,ZFC3H1,protein_coding
75148494,75172236,42.26,ZFP1,protein_coding
75148494,75172236,42.26,ZFP1,protein_coding
178895898,178933212,42.31,ZFP2,protein_coding
56538948,56556808,40.78,ZFP28,protein_coding
39406847,39409412,59.08,ZFP36,protein_coding
68787660,68796253,53.26,ZFP36L1,protein_coding
143246821,143262705,57.20,ZFP41,protein_coding
52051663,52204308,44.05,ZFP64,protein_coding
36383120,36418644,40.73,ZFP82,protein_coding
68530090,68576072,44.64,ZFP90,protein_coding
88453280,88537031,63.06,ZFPM1,protein_coding
104590733,105804539,37.04,ZFPM2,protein_coding
32354350,32444740,38.32,ZFR,protein_coding
24149173,24216255,40.77,ZFX,protein_coding
72969451,73027131,45.73,ZFYVE1,protein_coding
67727374,67816590,43.00,ZFYVE26,protein_coding
2269582,2418651,52.52,ZFYVE28,protein_coding
2830169,2839582,53.37,ZG16B,protein_coding
2830169,2839585,53.37,ZG16B,protein_coding
10304803,10309880,55.51,ZGLP1,protein_coding
63707465,63736142,49.61,ZGPAT,protein_coding
123248451,123275541,38.83,ZHX1,protein_coding
122781655,122974510,46.30,ZHX2,protein_coding
99981784,99986765,56.62,ZIC2,protein_coding
57578456,57593890,47.31,ZIK1,protein_coding
25236001,25257845,43.05,ZKSCAN2,protein_coding
28349947,28369172,45.00,ZKSCAN3,protein_coding
28241697,28252269,42.44,ZKSCAN4,protein_coding
99504662,99534700,46.15,ZKSCAN5,protein_coding
178960121,179072215,39.67,ZMAT3,protein_coding
40258041,40294180,40.81,ZMPSTE24,protein_coding
35032172,35115859,41.67,ZMYM1,protein_coding
19958677,20091829,37.61,ZMYM2,protein_coding
71239624,71255146,53.76,ZMYM3,protein_coding
19823482,19863649,42.62,ZMYM5,protein_coding
50341110,50345732,58.49,ZMYND10,protein_coding
42430329,42456253,42.82,ZMYND12,protein_coding
137582081,137590512,58.02,ZMYND19,protein_coding
47209214,47356889,46.13,ZMYND8,protein_coding
64971772,65006684,39.13,ZNF117,protein_coding
9560329,9584504,41.93,ZNF121,protein_coding
247121975,247172020,42.19,ZNF124,protein_coding
58059239,58086310,49.98,ZNF135,protein_coding
52588505,52597345,46.40,ZNF137P,transcribed_unprocessed_pseudogene
19710472,19733112,42.04,ZNF14,protein_coding
133080474,133107526,40.80,ZNF140,protein_coding
337814,384868,40.31,ZNF141,protein_coding
218633329,218659655,49.33,ZNF142,protein_coding
9460319,9528524,42.79,ZNF143,protein_coding
43967862,43998326,40.41,ZNF155,protein_coding
144930358,144950888,47.40,ZNF16,protein_coding
28080568,28089563,42.29,ZNF165,protein_coding
57411161,57421934,47.69,ZNF17,protein_coding
3401215,3409364,46.54,ZNF174,protein_coding
51571283,51592510,41.97,ZNF175,protein_coding
9363020,9382617,38.88,ZNF177,protein_coding
47974851,48003989,40.40,ZNF182,protein_coding
152914442,152973480,50.51,ZNF185,protein_coding
101398851,101410660,39.93,ZNF189,protein_coding
12092843,12140355,43.97,ZNF20,protein_coding
3222325,3236221,43.67,ZNF200,protein_coding
123723914,123741675,44.44,ZNF202,protein_coding
27357825,27360221,37.59,ZNF204P,processed_pseudogene
32350132,32381885,38.46,ZNF207,protein_coding
57630395,57644041,41.63,ZNF211,protein_coding
6997085,7020346,34.92,ZNF214,protein_coding
45000923,45005326,40.76,ZNF22,protein_coding
43951223,43967709,41.33,ZNF221,protein_coding
44094339,44109886,39.97,ZNF224,protein_coding
44207547,44237268,41.09,ZNF227,protein_coding
71447597,71463095,44.44,ZNF23,protein_coding
44259880,44275317,42.23,ZNF233,protein_coding
44228729,44305046,39.47,ZNF235,protein_coding
76822557,76972901,42.40,ZNF236,protein_coding
43556344,43574618,42.81,ZNF239,protein_coding
35332227,35345482,39.64,ZNF24,protein_coding
37776526,37858106,39.14,ZNF248,protein_coding
37949573,37976647,40.16,ZNF25,protein_coding
144724139,144759649,47.51,ZNF251,protein_coding
144720907,144756417,47.51,ZNF251,protein_coding
24033405,24129968,41.42,ZNF254,protein_coding
132986365,133032952,43.05,ZNF26,protein_coding
3263800,3301401,47.09,ZNF263,protein_coding
57191500,57222846,44.47,ZNF264,protein_coding
9412429,9435573,44.93,ZNF266,protein_coding
31873807,31917357,38.78,ZNF267,protein_coding
133181409,133214832,41.98,ZNF268,protein_coding
58183029,58213562,47.52,ZNF274,protein_coding
153334147,153360110,49.09,ZNF275,protein_coding
56630176,56734086,34.78,ZNF280D,protein_coding
200404940,200410056,43.03,ZNF281,protein_coding
43827321,43852017,38.84,ZNF283,protein_coding
44382298,44401608,41.87,ZNF285,protein_coding
16546954,16569204,39.49,ZNF287,protein_coding
42009194,42055130,50.20,ZNF295-AS1,lncRNA
100064033,100082548,48.95,ZNF3,protein_coding
34926903,34945170,42.70,ZNF30,protein_coding
57351271,57359898,47.42,ZNF304,protein_coding
9140397,9163424,44.47,ZNF317,protein_coding
57994676,58000672,60.75,ZNF319,protein_coding
43643860,43648881,46.50,ZNF32,protein_coding
52927135,52942601,46.09,ZNF321P,transcribed_processed_pseudogene
26634383,26659752,37.34,ZNF322,protein_coding
58451611,58457833,58.99,ZNF324B,protein_coding
58126248,58155110,46.40,ZNF329,protein_coding
53519527,53580269,44.49,ZNF331,protein_coding
14689801,14733746,46.91,ZNF333,protein_coding
45948660,45972203,53.48,ZNF335,protein_coding
25673195,25696853,42.76,ZNF337,protein_coding
38010650,38065088,39.26,ZNF33A,protein_coding
42574185,42638570,40.20,ZNF33B,protein_coding
36850361,36913029,39.29,ZNF345,protein_coding
177022696,177081189,46.38,ZNF346,protein_coding
44648732,44660791,42.60,ZNF35,protein_coding
44648732,44660791,42.60,ZNF35,protein_coding
51964340,51986856,42.14,ZNF350,protein_coding
178711512,178730659,46.03,ZNF354A,protein_coding
178859953,178888122,44.33,ZNF354B,protein_coding
33256492,33300719,50.58,ZNF362,protein_coding
96385941,96418370,42.89,ZNF367,protein_coding
